,budget_rank,budget,domestic_gross,worldwide_gross,dom_profits,total_profits,budget_quart,profit_transform,dom_profit_transform,rating,critic_rating,aud_rating,release_date
Heaven's Gate,1134,44000000,3484331,3484331,-40515669,-40515669,81.4447639858,18.0630706917,18.8995552356,56,0,0,
The Heat,1135,43000000,159581587,229727774,116581587,186727774,80.9780125979,19.5098418977,19.5792049551,27,0,0,
Finding Forrester,1136,43000000,51768623,80013623,8768623,37013623,80.9780125979,18.8090937207,19.1659930728,19,0,0,
28 Days,1137,43000000,37035515,62063972,-5964485,19063972,80.9780125979,18.6793011938,19.0935070266,15,0,0,
Danny the Dog,1138,43000000,24537621,49037621,-18462379,6037621,80.9780125979,18.5732976454,19.0276104614,47,0,0,
The Sweetest Thing,1139,43000000,24430272,63078756,-18569728,20078756,80.9780125979,18.687105967,19.0270252149,17,0,0,
The Mechanic,1140,42500000,29121498,76347393,-13378502,33847393,80.7415779212,18.7873886342,19.0549417667,3,0,0,
The Firm,1141,42000000,158340892,270340892,116340892,228340892,80.5030477585,19.6408943516,19.5784490095,36,0,0,
21 Jump Street,1142,42000000,138447667,202812429,96447667,160812429,80.5030477585,19.4185981751,19.5139085222,68,0,0,
Notting Hill,1143,42000000,116089678,363728226,74089678,321728226,80.5030477585,19.8843491813,19.4360237326,88,0,0,
Chicken Run,1144,42000000,106793915,227793915,64793915,185793915,80.5030477585,19.506694527,19.4017670989,28,0,0,
Along Came Polly,1145,42000000,88073507,173044410,46073507,131044410,80.5030477585,19.3023578859,19.3289990927,25,0,0,
Boomerang,1146,42000000,65337168,126337168,23337168,84337168,80.5030477585,19.0874193167,19.2328479237,66,0,0,
Brüno,1147,42000000,60054530,130788243,18054530,88788243,80.5030477585,19.1100130823,19.2091192451,58,0,0,
Cleopatra,1148,42000000,57000000,71000000,15000000,29000000,80.5030477585,18.7532184075,19.1951374648,22,0,0,
Here Comes the Boom,1149,42000000,45290318,73239258,3290318,31239258,80.5030477585,18.7691486018,19.1396498456,66,0,0,
High Crimes,1150,42000000,41543207,63781100,-456793,21781100,80.5030477585,18.7000635375,19.1212231523,59,0,0,
The Mirror Has Two Faces,1151,42000000,41252428,41252428,-747572,-747572,80.5030477585,18.5132842641,19.1197789272,27,0,0,
Red Riding Hood,1152,42000000,37662162,90300442,-4337838,48300442,80.5030477585,18.8828455045,19.1017729697,9,0,0,
The Mothman Prophecies,1153,42000000,35228696,56438555,-6771304,14438555,80.5030477585,18.6429342754,19.0893816188,56,0,0,
Licence to Kill,1154,42000000,33197509,154697509,-8802491,112697509,80.5030477585,19.2233446706,19.0789198148,23,0,0,
One for the Money,1155,42000000,26414527,36197221,-15585473,-5802779,80.5030477585,18.4661077639,19.0431685653,80,0,0,
15 Minutes,1156,42000000,24375436,56331864,-17624564,14331864,80.5030477585,18.6420796223,19.032166341,37,0,0,
Lord of War,1157,42000000,24149632,60437727,-17850368,18437727,80.5030477585,18.6744541277,19.0309405033,27,0,0,
Super Mario Bros.,1158,42000000,20844907,20844907,-21155093,-21155093,80.5030477585,18.307457722,19.0128258305,44,0,0,
Man on a Ledge,1159,42000000,18620000,45688337,-23380000,3688337,80.5030477585,18.5529238735,19.0004426353,56,0,0,
Hero,1160,42000000,18207017,65507017,-23792983,23507017,80.5030477585,18.7130313444,18.9981271208,40,0,0,
The Warrior's Way,1161,42000000,5666340,8514325,-36333660,-33485675,80.5030477585,18.1588557052,18.925132061,9,0,0,
McHale's Navy,1162,42000000,4368453,4368453,-37631547,-37631547,80.5030477585,18.1034832798,18.91726407,78,0,0,
Micmacs,1163,42000000,1259693,11756922,-40740307,-30243078,80.5030477585,18.2001233957,18.8981626784,12,0,0,
8 Mile,1166,41000000,116724075,245769202,75724075,204769202,80.0195241015,19.5687796019,19.4419273353,57,0,0,
A Knights Tale,1167,41000000,56083966,100622586,15083966,59622586,80.0195241015,18.9517373033,19.1955244347,61,0,0,
The Medallion,1168,41000000,22108977,22108977,-18891023,-18891023,80.0195241015,18.3324965232,19.0252715256,46,0,0,
The Big Year,1169,41000000,7204138,7204138,-33795862,-33795862,80.0195241015,18.1548173046,18.9403399902,29,0,0,
The Sixth Sense,1170,40000000,293506292,672806292,253506292,632806292,79.5270728767,20.4265518109,19.9367912582,52,0,0,
The Wedding Crashers,1171,40000000,209218368,283218368,169218368,243218368,79.5270728767,19.6838709027,19.7321429566,93,0,0,
Fifty Shades of Grey,1173,40000000,166167230,570455257,126167230,530455257,79.5270728767,20.2783925766,19.6088550598,76,0,0,
The Proposal,1174,40000000,163958031,314709717,123958031,274709717,79.5270728767,19.7691692839,19.6020991555,22,0,0,
American Hustle,1175,40000000,150117807,257878294,110117807,217878294,79.5270728767,19.6095252992,19.5587032407,29,0,0,
Cheaper by the Dozen,1176,40000000,138614544,189714544,98614544,149714544,79.5270728767,19.3768257806,19.5211442015,71,0,0,
